step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
210.0,25,365.0,8.11111111111111,3.336419476949854,25,1198.0,0.13634612940580582,25,1198.0
215.0,18,264.0,5.866666666666666,5.3042463271710245,18,1013.0,0.20868285148403676,18,1013.0
220.0,9,133.0,3.0930232558139537,4.908991165759872,9,1003.0,0.23802241169562524,9,1003.0
225.0,8,30.0,0.7317073170731707,5.800887648040387,8,1032.0,0.2774538314785611,8,1032.0
230.0,13,86.0,2.15,4.60283564003513,13,1088.0,0.1714217013648147,13,1088.0
235.0,18,168.0,4.2,3.281915264058392,18,1170.0,0.08625262940482399,18,1170.0
240.0,26,279.0,6.975,1.6880535517076694,26,1281.0,0.053053230923476205,26,1281.0
245.0,32,423.0,10.317073170731707,1.0185200931621692,32,1425.0,0.051134726774280145,32,1425.0
250.0,34,478.0,11.116279069767442,1.8837291612043348,34,1424.0,0.10263615443915057,34,1424.0
255.0,25,354.0,8.232558139534884,2.7716768875302726,25,1314.0,0.1266794535757997,25,1314.0
260.0,19,277.0,6.295454545454546,4.8286584979833265,19,1015.0,0.18883267521964753,19,1015.0
265.0,7,107.0,2.488372093023256,5.0035479567162815,7,983.0,0.21443334421902344,7,983.0
270.0,6,21.0,0.5526315789473685,4.890462023560744,6,1003.0,0.18484807690994334,6,1003.0
275.0,14,73.0,1.972972972972973,4.1593166657249,14,1055.0,0.1517017308407612,14,1055.0
280.0,16,100.0,2.5,3.0559183879248066,16,952.0,0.13610339176431294,16,952.0
285.0,12,61.0,1.564102564102564,3.2390054061051083,12,761.0,0.11124408515817553,12,761.0
290.0,14,55.0,1.3095238095238095,4.967931588815701,14,611.0,0.19202371192014256,14,611.0
295.0,8,33.0,0.7857142857142857,5.532821104269863,8,608.0,0.26664829370315,8,608.0
300.0,7,23.0,0.6216216216216216,5.217681904262489,7,640.0,0.28574629939156565,7,640.0
305.0,12,75.0,1.9736842105263157,3.9684120717600937,12,692.0,0.19630073741251577,12,692.0
310.0,19,158.0,4.051282051282051,2.6700411603711967,19,775.0,0.1192888161210403,19,775.0
315.0,26,274.0,6.523809523809524,1.9253792786563746,26,893.0,0.06431120245428727,26,893.0
320.0,33,424.0,9.86046511627907,1.5638755726489963,33,1045.0,0.04961115307232132,33,1045.0
325.0,34,489.0,11.372093023255815,1.568093929073742,34,1060.0,0.07586903370175199,34,1060.0
330.0,25,377.0,8.767441860465116,3.098666106161626,25,937.0,0.12642841132799498,25,937.0
335.0,18,295.0,6.704545454545454,5.249450061295605,18,822.0,0.19667412605206075,18,822.0
340.0,7,116.0,2.8292682926829267,5.277501035755624,7,757.0,0.2468058622826089,7,757.0
345.0,7,24.0,0.631578947368421,5.626369043207351,7,786.0,0.28097639190267465,7,786.0
350.0,13,75.0,1.9230769230769231,5.164241464095517,13,837.0,0.2427987018691395,13,837.0
355.0,15,100.0,2.380952380952381,3.5023850327138097,15,785.0,0.1789487187177535,15,785.0
360.0,14,64.0,1.5238095238095237,3.2374892460203752,14,644.0,0.15218179731547476,14,644.0
365.0,14,66.0,1.434782608695652,4.7355890320819425,14,546.0,0.19492725048279191,14,546.0
370.0,10,34.0,0.7555555555555555,4.921658206196923,10,550.0,0.2524977603952974,10,550.0
375.0,6,22.0,0.5,5.878671193233683,6,566.0,0.3031523964647145,6,566.0
380.0,12,71.0,1.7317073170731707,4.931323246742351,12,615.0,0.17712190266961314,12,615.0
385.0,15,95.0,2.2093023255813953,3.514292270113411,15,589.0,0.12618690813672498,15,589.0
390.0,13,61.0,1.4523809523809523,3.3534312699836684,13,470.0,0.1237364012806893,13,470.0
395.0,12,51.0,1.2439024390243902,4.599343796951594,12,371.0,0.16614820879059927,12,371.0
400.0,8,24.0,0.5853658536585366,4.364710365699594,8,397.0,0.16653303006386558,8,397.0
405.0,9,33.0,0.9166666666666666,4.312593150254374,9,433.0,0.1771252957114968,9,433.0
410.0,15,96.0,2.742857142857143,3.099856409922209,15,496.0,0.1388143646991438,15,496.0
415.0,21,192.0,5.333333333333333,1.320565412527715,21,592.0,0.0674859372024528,21,592.0
420.0,27,316.0,8.31578947368421,0.7817227559122241,27,717.0,0.03274778833169652,27,717.0
425.0,35,473.0,11.536585365853659,1.0913047842561954,35,875.0,0.049480949395184215,35,875.0
430.0,38,659.0,15.325581395348838,1.6374205524689016,38,1062.0,0.09255437436488546,38,1062.0
435.0,38,849.0,20.214285714285715,1.3175108406392226,38,1252.0,0.04722264568016328,38,1252.0
440.0,34,876.0,20.857142857142858,1.0404700408364276,34,1280.0,0.011200553487189222,34,1280.0
445.0,26,650.0,15.853658536585366,2.4330534648184736,26,1144.0,0.07812127817995274,26,1144.0
450.0,18,473.0,11.261904761904763,5.032690366843704,18,1040.0,0.197311936544454,18,1040.0
455.0,8,183.0,4.6923076923076925,4.684399035324428,8,1028.0,0.2026239651908044,8,1028.0
460.0,7,29.0,0.8055555555555556,4.793840427054784,7,1061.0,0.19144795516149696,7,1061.0
465.0,14,84.0,2.27027027027027,3.9980423366031217,14,1116.0,0.20183727045383576,14,1116.0
470.0,20,172.0,4.410256410256411,2.473489665189501,20,1204.0,0.15688097138687454,20,1204.0
475.0,28,298.0,7.095238095238095,2.134316492815822,28,1330.0,0.11347226880509813,28,1330.0
480.0,36,462.0,10.744186046511627,1.459655514258879,36,1495.0,0.04864604691965098,36,1495.0
485.0,34,529.0,12.022727272727273,1.9098951374726674,34,1522.0,0.06907223675152825,34,1522.0
490.0,25,411.0,9.340909090909092,3.215856540026668,25,1367.0,0.11872917316733525,25,1367.0
495.0,19,319.0,7.595238095238095,4.590961481489269,19,1199.0,0.15146118689547147,19,1199.0
500.0,8,152.0,3.8,4.989791657745796,8,1180.0,0.2150630872510376,8,1180.0
505.0,7,27.0,0.7297297297297297,4.880499607340654,7,1212.0,0.22882431617248938,7,1212.0
510.0,13,82.0,2.2777777777777777,3.746498136412777,13,1267.0,0.1821983103156488,13,1267.0
515.0,16,108.0,2.8421052631578947,2.6422183096423604,16,1192.0,0.15663562256158017,16,1192.0
520.0,13,67.0,1.5952380952380953,3.983910139275861,13,962.0,0.1756864284812038,13,962.0
525.0,11,49.0,1.065217391304348,5.950185375976032,11,692.0,0.26503851989751076,11,692.0
530.0,8,34.0,0.7906976744186046,5.5622620266966605,8,668.0,0.27519119417562854,8,668.0
535.0,7,27.0,0.6585365853658537,5.948309803238728,7,700.0,0.33628290119604265,7,700.0
540.0,13,80.0,1.8181818181818181,5.08842917063885,13,753.0,0.27301772559084114,13,753.0
545.0,16,101.0,2.148936170212766,3.3730255295573066,16,669.0,0.13647382152961596,16,669.0
550.0,17,70.0,1.5555555555555556,3.094933840438119,17,505.0,0.11344487474272064,17,505.0
555.0,17,92.0,2.0,4.672250912810713,17,384.0,0.1605376216084975,17,384.0
560.0,13,55.0,1.25,4.468850940451984,13,389.0,0.1923568461601115,13,389.0
565.0,7,26.0,0.65,5.423960350375497,7,388.0,0.24976416879484653,7,388.0
570.0,11,76.0,1.853658536585366,4.993991722637705,11,433.0,0.18866776201144483,11,433.0
575.0,19,156.0,3.7142857142857144,3.5141615282925356,19,513.0,0.1442334502951984,19,513.0
580.0,24,264.0,6.285714285714286,2.210657626457537,24,621.0,0.12223724008760217,24,621.0
585.0,30,309.0,7.186046511627907,1.3492617695172577,30,634.0,0.042691956090991266,30,634.0
590.0,25,234.0,5.441860465116279,2.851343038125387,25,587.0,0.09315035726442272,25,587.0
595.0,18,183.0,4.255813953488372,4.519871919832993,18,550.0,0.16412605637732147,18,550.0
600.0,9,92.0,2.13953488372093,4.658036354972264,9,591.0,0.2266958711700493,9,591.0
605.0,9,37.0,0.9487179487179487,4.6249989952153125,9,629.0,0.2058339954189182,9,629.0
610.0,14,96.0,2.4,4.027600147321285,14,689.0,0.18000066639711954,14,689.0
615.0,22,189.0,4.725,2.4602997234206834,22,782.0,0.10026903008232964,22,782.0
620.0,24,233.0,5.825,1.07738684236608,24,800.0,0.024176486010018382,24,800.0
625.0,26,194.0,4.7317073170731705,2.5002538571297768,26,729.0,0.07470940338291047,26,729.0
630.0,18,161.0,3.8333333333333335,5.2180502287106965,18,622.0,0.181060810551912,18,622.0
635.0,8,66.0,1.6097560975609757,4.9308849650394455,8,659.0,0.23717396644022287,8,659.0
640.0,8,32.0,0.8421052631578947,5.280120458437697,8,698.0,0.2624821963115874,8,698.0
645.0,14,91.0,2.5277777777777777,3.915483686942687,14,757.0,0.1764332211126952,14,757.0
650.0,19,124.0,3.1794871794871793,1.950429507060889,19,742.0,0.08551147269038731,19,742.0
655.0,15,88.0,2.1463414634146343,3.2183891764555828,15,629.0,0.13851686961095153,15,629.0
660.0,14,83.0,1.8043478260869565,5.297305478395388,14,531.0,0.23178489579964212,14,531.0
665.0,7,31.0,0.7380952380952381,4.717770902317049,7,517.0,0.23349701138741571,7,517.0
670.0,7,21.0,0.5526315789473685,4.792588320123853,7,545.0,0.2048596789167505,7,545.0
675.0,13,75.0,1.9230769230769231,4.136403293505627,13,599.0,0.15638304820682503,13,599.0
680.0,15,99.0,2.475,3.0386802254614054,15,568.0,0.12401710419614703,15,568.0
685.0,12,61.0,1.564102564102564,3.370126305541587,12,443.0,0.15739221171305975,12,443.0
690.0,11,39.0,0.9512195121951219,4.967051548820741,11,344.0,0.17618922536913145,11,344.0
695.0,10,30.0,0.7317073170731707,5.218118598474302,10,356.0,0.2539108722521067,10,356.0
700.0,8,32.0,0.8421052631578947,5.18089711740937,8,392.0,0.2875442707328075,8,392.0
705.0,14,88.0,2.2564102564102564,4.12310602166542,14,448.0,0.2234542073189876,14,448.0
710.0,21,179.0,4.261904761904762,2.568738669894325,21,539.0,0.10645852733468554,21,539.0
715.0,27,300.0,6.976744186046512,2.0622865514146724,27,662.0,0.04121884400036864,27,662.0
720.0,29,349.0,8.116279069767442,1.7220147390045246,29,700.0,0.059969743602695635,29,700.0
725.0,24,269.0,6.560975609756097,2.5600445774499203,24,634.0,0.06989359420295278,24,634.0
730.0,15,175.0,4.2682926829268295,4.978316828837277,15,582.0,0.17202574148744607,15,582.0
735.0,8,86.0,2.097560975609756,5.428572622016128,8,589.0,0.24894860820160064,8,589.0
740.0,7,24.0,0.6666666666666666,4.911666968658957,7,622.0,0.2560215159355886,7,622.0
745.0,13,78.0,2.2285714285714286,3.523328770642349,13,676.0,0.1805959665496217,13,676.0
750.0,17,104.0,2.6,2.2171907728644,17,661.0,0.1369455968730735,17,661.0
755.0,14,68.0,1.619047619047619,3.2764855887306727,14,562.0,0.13217658478528788,14,562.0
760.0,12,57.0,1.3255813953488371,4.7990080898139205,12,480.0,0.1651853056846371,12,480.0
765.0,10,35.0,0.8974358974358975,3.6650050412627686,10,515.0,0.13770673567197522,10,515.0
770.0,9,38.0,1.027027027027027,4.286538572263775,9,552.0,0.2047768371955054,9,552.0
775.0,14,99.0,2.6052631578947367,3.6920292314080023,14,614.0,0.17981567814414381,14,614.0
780.0,21,191.0,4.658536585365853,2.655972317875764,21,706.0,0.10058619542880931,21,706.0
785.0,24,227.0,5.536585365853658,1.9331859305036192,24,714.0,0.09746138701003515,24,714.0
790.0,20,163.0,3.880952380952381,2.5820045882666216,20,625.0,0.07989083113360289,20,625.0
795.0,17,134.0,3.1904761904761907,4.780012491741634,17,555.0,0.1644170959204449,17,555.0
800.0,7,62.0,1.5897435897435896,5.2424864344934905,7,519.0,0.23027931796241524,7,519.0
805.0,7,26.0,0.7428571428571429,5.005954263480706,7,549.0,0.19092732471109716,7,549.0
810.0,12,74.0,2.176470588235294,3.780101319225853,12,598.0,0.1888836997232461,12,598.0
815.0,16,98.0,2.6486486486486487,2.6445614187347743,16,571.0,0.16808368274359237,16,571.0
820.0,11,60.0,1.5,3.416100178658302,11,450.0,0.15203163017714763,11,450.0
825.0,12,51.0,1.186046511627907,5.322153389306879,12,386.0,0.21432459568266563,12,386.0
830.0,10,48.0,1.2,6.251825834644759,10,277.0,0.2672610595171256,10,277.0
835.0,1,1.0,0.027777777777777776,6.500619215363365,1,255.0,0.33267629246263725,1,255.0
840.0,5,20.0,0.5714285714285714,6.325214527626755,5,267.0,0.2924944668864155,5,267.0
845.0,12,70.0,1.8918918918918919,4.582193478978297,12,317.0,0.20894531770575092,12,317.0
850.0,13,87.0,2.230769230769231,3.5476457977060134,13,315.0,0.16568034516590158,13,315.0
855.0,10,43.0,1.048780487804878,4.514925842537457,10,243.0,0.2161294223133194,10,243.0
860.0,9,21.0,0.4666666666666667,5.631994247819626,9,180.0,0.26583232519512384,9,180.0
865.0,7,22.0,0.5,5.149095050599166,7,206.0,0.22656505702883775,7,206.0
870.0,5,20.0,0.5,5.352015561561248,5,232.0,0.2449061795028572,5,232.0
875.0,13,72.0,1.7560975609756098,4.842079852670594,13,285.0,0.19705051074577096,13,285.0
880.0,19,153.0,3.642857142857143,3.753354306134533,19,366.0,0.15022532483635279,19,366.0
885.0,27,272.0,6.634146341463414,1.9056231373411454,27,486.0,0.0720955449467423,27,486.0
890.0,31,326.0,7.951219512195122,0.9342190995544468,31,556.0,0.03860011645431679,31,556.0
895.0,26,259.0,6.317073170731708,2.171221498905612,26,557.0,0.06384936656552087,26,557.0
900.0,17,201.0,4.674418604651163,5.029644141679674,17,535.0,0.21435958523769907,17,535.0
905.0,10,107.0,2.4318181818181817,5.652658717964508,10,542.0,0.2825886084903116,10,542.0
910.0,7,31.0,0.7948717948717948,5.493695677897678,7,580.0,0.28259093143387287,7,580.0
915.0,11,80.0,2.0,4.016457913400745,11,629.0,0.19673560554775538,11,629.0
920.0,20,163.0,4.075,2.5567802241348216,20,713.0,0.0849673143094634,20,713.0
925.0,25,274.0,6.85,1.4233881071525138,25,825.0,0.04288388945102388,25,825.0
930.0,30,319.0,7.780487804878049,0.9671357266488116,30,869.0,0.03236635300355862,30,869.0
935.0,24,248.0,6.048780487804878,2.690475109984469,24,817.0,0.0913783599517646,24,817.0
940.0,17,187.0,4.4523809523809526,5.051547570832907,17,743.0,0.185527194488457,17,743.0
945.0,9,86.0,2.15,4.9733867195045365,9,741.0,0.22266375782996636,9,741.0
950.0,8,33.0,0.9166666666666666,5.014887777408194,8,780.0,0.25519146784077484,8,780.0
955.0,13,88.0,2.3783783783783785,4.173684483895567,13,835.0,0.20403437285307482,13,835.0
960.0,17,112.0,2.8,2.6821358071996952,17,804.0,0.12565381223551134,17,804.0
965.0,16,77.0,1.8780487804878048,3.3281009179592185,16,673.0,0.11669878254614177,16,673.0
970.0,14,71.0,1.6904761904761905,4.730182253404557,14,518.0,0.15209085589694732,14,518.0
975.0,8,31.0,0.775,4.822045601758044,8,554.0,0.21758696871197294,8,554.0
980.0,9,36.0,1.0,4.827761115855734,9,587.0,0.22203792227951108,9,587.0
985.0,15,97.0,2.7714285714285714,3.8202930578157157,15,648.0,0.15701802741563994,15,648.0
990.0,18,129.0,3.4864864864864864,2.1322520716976405,18,618.0,0.12548141902385943,18,618.0
995.0,14,85.0,2.1794871794871793,3.1935498692485926,14,494.0,0.13820110161261948,14,494.0
1000.0,12,61.0,1.4186046511627908,5.371346371973739,12,382.0,0.24297030147584242,12,382.0
1005.0,9,40.0,0.975609756097561,5.7508831774989995,9,389.0,0.28777726263567555,9,389.0
1010.0,7,26.0,0.7222222222222222,5.419785934029367,7,426.0,0.26166717744909546,7,426.0
1015.0,14,81.0,2.25,4.055751835332536,14,481.0,0.1779280963110804,14,481.0
1020.0,17,110.0,2.972972972972973,2.1599913651668734,17,467.0,0.10818587702591552,17,467.0
1025.0,13,73.0,1.825,3.5509127169588326,13,383.0,0.1458829510116907,13,383.0
1030.0,11,56.0,1.3658536585365855,4.928350221080944,11,336.0,0.19837430596275618,11,336.0
1035.0,9,37.0,0.9024390243902439,5.326704507389708,9,357.0,0.24307984051267048,9,357.0
1040.0,7,27.0,0.7714285714285715,4.689152912516879,7,390.0,0.20398820115042154,7,390.0
1045.0,13,79.0,2.257142857142857,3.269404872874721,13,442.0,0.17304422241416598,13,442.0
1050.0,16,110.0,2.8947368421052633,2.6318750465529575,16,450.0,0.14081095109000066,16,450.0
1055.0,14,74.0,1.8048780487804879,3.5448943204788437,14,386.0,0.15236545372104618,14,386.0
1060.0,14,57.0,1.3255813953488371,5.067165459161011,14,336.0,0.21164428186181788,14,336.0
1065.0,8,26.0,0.6341463414634146,4.643333211551469,8,321.0,0.19204802475406105,8,321.0
1070.0,6,23.0,0.6052631578947368,5.422761138561052,6,349.0,0.26237648121907364,6,349.0
1075.0,14,76.0,1.9,4.973935980563239,14,402.0,0.2669736970434683,14,402.0
1080.0,16,103.0,2.4523809523809526,3.2686494872246614,16,402.0,0.20488447227117385,16,402.0
1085.0,14,69.0,1.5333333333333334,3.7306557328729486,14,350.0,0.1979621224553006,14,350.0
1090.0,15,65.0,1.3541666666666667,4.218239466338942,15,312.0,0.16382541218418106,15,312.0
1095.0,14,86.0,1.7916666666666667,5.877243560369476,14,259.0,0.24092997610809058,14,259.0
1100.0,7,45.0,0.9782608695652174,5.651974479136155,7,278.0,0.29903487498159276,7,278.0
1105.0,8,30.0,0.6976744186046512,5.768452741624346,8,263.0,0.2960326167505377,8,263.0
1110.0,12,83.0,1.8863636363636365,5.101916424968869,12,290.0,0.22170813060899744,12,290.0
1115.0,18,108.0,2.4,3.816465138733799,18,311.0,0.12828147835465764,18,311.0
1120.0,16,80.0,1.7777777777777777,3.9055330516494142,16,287.0,0.12846682369658227,16,287.0
1125.0,15,79.0,1.7954545454545454,4.88564099483409,15,262.0,0.18646956814282642,15,262.0
1130.0,7,25.0,0.5952380952380952,5.134046453917652,7,254.0,0.22346351604918452,7,254.0
1135.0,6,19.0,0.5,5.569648812934753,6,259.0,0.24690922161957585,6,259.0
1140.0,12,67.0,1.8108108108108107,4.625599489855948,12,309.0,0.1915572188241035,12,309.0
1145.0,15,92.0,2.2439024390243905,3.336266580238084,15,329.0,0.15767769730670347,15,329.0
1150.0,14,61.0,1.525,3.019182691804212,14,296.0,0.12198009073517223,14,296.0
1155.0,12,53.0,1.2325581395348837,5.003498790453849,12,247.0,0.1735189132736073,12,247.0
1160.0,10,58.0,1.380952380952381,6.723306887100956,10,220.0,0.2693554442664177,10,220.0
1165.0,1,1.0,0.02631578947368421,6.8887312224359265,1,201.0,0.37460612935319443,1,201.0
1170.0,6,19.0,0.5277777777777778,6.719253306824591,6,210.0,0.36442110567819097,6,210.0
1175.0,13,69.0,1.864864864864865,5.1460913956612,13,260.0,0.19442096304446127,13,260.0
1180.0,16,99.0,2.475,3.945270756763615,16,285.0,0.18944337126973756,16,285.0
1185.0,10,58.0,1.4146341463414633,4.019110420595906,10,248.0,0.20509580033193264,10,248.0
1190.0,10,35.0,0.813953488372093,5.164120441261478,10,199.0,0.19728819448148616,10,199.0
1195.0,6,19.0,0.48717948717948717,4.704084354910421,6,220.0,0.21069096304300552,6,220.0
1200.0,7,23.0,0.6216216216216216,5.242636653038798,7,246.0,0.22409453354825692,7,246.0
1205.0,13,72.0,2.057142857142857,3.661035402216011,13,296.0,0.15203981119354715,13,296.0
1210.0,16,98.0,2.5789473684210527,2.194560096288491,16,317.0,0.11377933094148207,16,317.0
1215.0,14,67.0,1.675,3.341446583224193,14,280.0,0.1541261084266621,14,280.0
1220.0,11,54.0,1.255813953488372,5.215589391503588,11,249.0,0.2411662397507847,11,249.0
1225.0,9,32.0,0.7619047619047619,4.933114730586855,9,272.0,0.22879554135015476,9,272.0
1230.0,9,37.0,0.9487179487179487,5.180564859291955,9,311.0,0.19430551453114767,9,311.0
1235.0,15,96.0,2.526315789473684,3.86225291657795,15,370.0,0.14311305807877,15,370.0
1240.0,18,126.0,3.230769230769231,2.8824714888078478,18,396.0,0.12381874430610301,18,396.0
1245.0,13,80.0,2.051282051282051,3.298838462313262,13,357.0,0.1352880284976554,13,357.0
1250.0,12,61.0,1.4878048780487805,5.029030277835024,12,317.0,0.18381913369623099,12,317.0
1255.0,9,47.0,1.236842105263158,6.36033536512749,9,241.0,0.24211090182993608,9,241.0
1260.0,3,6.0,0.17647058823529413,6.224700330611632,3,249.0,0.29578388812829975,3,249.0
1265.0,7,34.0,1.0625,5.430807433555427,7,274.0,0.28036780144500684,7,274.0
1270.0,14,89.0,2.5428571428571427,3.507687615723693,14,329.0,0.1946527686422286,14,329.0
1275.0,17,114.0,3.081081081081081,1.5982467461044334,17,347.0,0.08402855663992159,17,347.0
1280.0,15,80.0,2.0,2.9067376027635565,15,310.0,0.11665639776122083,15,310.0
1285.0,14,77.0,1.7906976744186047,5.062108065578446,14,281.0,0.1946300557095994,14,281.0
1290.0,10,46.0,1.0952380952380953,5.349384182281756,10,296.0,0.26050020263224705,10,296.0
1295.0,7,25.0,0.6578947368421053,5.030281250847513,7,331.0,0.20861024745074164,7,331.0
1300.0,14,80.0,2.051282051282051,4.627214340622871,14,386.0,0.2074268681517364,14,386.0
1305.0,16,107.0,2.675,3.294513550921362,16,398.0,0.15548108033196356,16,398.0
1310.0,13,65.0,1.5476190476190477,4.07976945027345,13,353.0,0.19407245082768826,13,353.0
1315.0,11,46.0,1.0222222222222221,5.200684175123267,11,301.0,0.22963493237294652,11,301.0
1320.0,7,27.0,0.6428571428571429,4.502499198390626,7,320.0,0.20276709863946324,7,320.0
1325.0,7,29.0,0.7631578947368421,4.896338611324996,7,353.0,0.19120224901082775,7,353.0
1330.0,13,84.0,2.1538461538461537,4.379470726376382,13,408.0,0.18111251905337902,13,408.0
1335.0,17,114.0,2.85,3.347021138268162,17,426.0,0.1554993328928128,17,426.0
1340.0,12,71.0,1.7317073170731707,3.22112007259601,12,375.0,0.14256182460249986,12,375.0
1345.0,15,59.0,1.3409090909090908,5.122819949674278,15,330.0,0.20444499125618468,15,330.0
1350.0,10,39.0,0.9285714285714286,4.811191824094392,10,357.0,0.21746888790087165,10,357.0
1355.0,7,30.0,0.7692307692307693,5.273126963213401,7,391.0,0.2534790360699635,7,391.0
1360.0,14,89.0,2.282051282051282,4.8669349474376205,14,450.0,0.21529453071764162,14,450.0
1365.0,15,113.0,2.8974358974358974,3.124802043762493,15,452.0,0.15784248523510194,15,452.0
1370.0,15,68.0,1.7435897435897436,2.8372997110995932,15,382.0,0.11033756766431178,15,382.0
1375.0,16,65.0,1.5116279069767442,5.053825117376408,16,293.0,0.17125977125592382,16,293.0
1380.0,8,39.0,0.8863636363636364,5.8316236573635365,8,333.0,0.3105675656804386,8,333.0
1385.0,7,27.0,0.675,6.051062038361688,7,363.0,0.30451487294765583,7,363.0
1390.0,13,80.0,2.0,4.865905334810517,13,417.0,0.22619144747755335,13,417.0
1395.0,16,108.0,2.511627906976744,3.26346366075941,16,420.0,0.1569895458477207,16,420.0
1400.0,14,68.0,1.6585365853658536,2.8978010561126895,14,360.0,0.11617095219578336,14,360.0
1405.0,15,71.0,1.6511627906976745,4.0397007390448,15,327.0,0.12730195737637948,15,327.0
1410.0,7,28.0,0.6666666666666666,4.894439012808934,7,315.0,0.23965519157753265,7,315.0
1415.0,6,18.0,0.43902439024390244,5.909009974996817,6,327.0,0.2938393209524038,6,327.0
1420.0,12,68.0,1.619047619047619,5.307291986668911,12,377.0,0.28170701842260454,12,377.0
1425.0,16,95.0,2.111111111111111,3.412736423455949,16,384.0,0.18166036723806017,16,384.0
1430.0,15,71.0,1.5106382978723405,3.4381074283042783,15,342.0,0.16257320682688725,15,342.0
1435.0,16,71.0,1.4489795918367347,4.206191563401099,16,311.0,0.17042198861977673,16,311.0
1440.0,13,48.0,1.0,3.57979925870634,13,358.0,0.15161335209953444,13,358.0
1445.0,8,35.0,0.7608695652173914,4.708770892133699,8,360.0,0.19495079495256815,8,360.0
1450.0,15,95.0,2.111111111111111,4.932440242261342,15,405.0,0.17510482408356506,15,405.0
